id,name,image,level,attribute,family,prior_forms,next_forms,lateral_next_forms,digifuse_forms,attacks,included
340,Raremon,./new_digimon_images\Raremon.jpg,Champion,Virus,Nightmare Soldiers,Pagumon,RareRaremon,Unknown,Unknown,Hedoro | Kusai Gas,True
341,Ravmon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
342,Ravmon  Burst Mode,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
343,Renamon,./new_digimon_images\Renamon.jpg,Rookie,Data,Nightmare Soldiers,Viximon,Kyubimon | Youkomon,Unknown,Unknown,Koyousetsu | Kohenkyo | Touhakken | Shouda | Souzan | Kokaishū | Kosengeki | Korenkyaku,True
344,Reppamon,./new_digimon_images\Reppamon.jpg,Champion,Vaccine,Virus Busters,Kudamon (2006 anime),Chirinmon,Unknown,Unknown,Kurukuru Rekkūzan | Jūga Rangeki | Shinkū Kamaitachi,True
345,Revolmon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
346,Rize Greymon,no image,Ultimate,Vaccine,Dragon's Roar,GeoGreymon,ShineGreymon | VictoryGreymon | Gaiomon,Unknown,Unknown,Unknown,True
347,Rosemon,./new_digimon_images\Rosemon.jpg,Mega,Data,Wind Guardians,Lillymon,Omnimon Merciful Mode | Omnimon | Vikemon | HerculesKabuterimon | Hououmon | Seraphimon | Magnadramon,Rosemon Burst Mode,Unknown,Thorn Whip | Roses Rapier | Thorn Shot,True
348,Rosemon  Burst Mode,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
349,Rust Tyranomon,no image,Mega,Virus,Metal Empire,MetalTyrannomon,Unknown,Unknown,Unknown,Terror's Cluster,True
350,Ryudamon,./new_digimon_images\Ryudamon.jpg,Rookie,Vaccine,Nature Spirits,Unknown,Ginryumon | DexDorugamon,Unknown,Unknown,Kabutogaeshi | Iaijin,True
351,Saber Leomon,no image,Mega,Data,Nature Spirits,GrapLeomon,Unknown,Dinotigermon,Unknown,Nail Crusher,True
352,Saint Galgomon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
353,Sakuyamon,./new_digimon_images\Sakuyamon.jpg,Mega,Data,Nightmare Soldiers,Taomon,Unknown,Kuzuhamon | Sakuyamon Maid Mode,Unknown,Spirit Strike[6] | Kongoukai Mandara | Jouenkobu | Raishuukyaku | Kofūsatsu | Koenkyaku | Yougetsushū | Kassengeki | Kuda-gitsune,True
354,Sangloupmon,./new_digimon_images\Sangloupmon.jpg,Champion,Virus,Dark Area,Dracmon,Matadormon | Myotismon,Unknown,Unknown,Unknown,True
355,Savior Hackmon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
356,Scumon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
357,Seadramon,./new_digimon_images\Seadramon.jpg,Champion,Data,Deep Savers,Betamon,MegaSeadramon | Mamemon | Whamon | WaruSeadramon | SkullSeadramon,Unknown,Unknown,Ice Arrow | Water Breath | Chill Brains | Shimetsukeru,True
358,Seraphimon,./new_digimon_images\Seraphimon.jpg,Mega,Vaccine,Wind Guardians,MagnaAngemon,Omnimon Merciful Mode | Omnimon | Vikemon | Rosemon | HerculesKabuterimon | Hououmon | Magnadramon,ShadowSeraphimon | Daemon,Unknown,Seven Heavens | Divine Breaker | Ascension Hallow | Final Heal | Chokkagata Heaven's Kick,True
359,Shakkoumon,./new_digimon_images\Shakkoumon.jpg,Ultimate,Data / Free,Unknown,Ankylomon,Vikemon | SlashAngemon,Unknown,Unknown,Aramitama | Nigimitama | Sakimitama,True
360,Shakomon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
361,Shamamon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
362,Sharkmon,./new_digimon_images\Sharkmon.jpg,Ultimate,Virus,Unknown,Unknown,Unknown,Unknown,Unknown,Issei Hōgeki,True
363,Shawujinmon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
364,Shellmon,./new_digimon_images\Shellmon.jpg,Champion,Data,Deep Savers,Syakomon,Mermaimon,Unknown,Unknown,Hydro Pressure | Tai Atari | Spin Shelter,True
365,Shine Greymon,no image,Mega,Vaccine,Dragon's Roar,RizeGreymon,Unknown,ShineGreymon Burst Mode | ShineGreymon Ruin Mode,Unknown,Unknown,True
366,Shine Greymon  Burst Mode,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
367,Shoutmon,./new_digimon_images\Shoutmon.jpg,Rookie,Data / Free,Nature Spirits,Unknown,Shoutmon (King Version),Unknown,Shoutmon X7F Superior Mode,Rokku Damashī | Soul Crusher | Rowdy Rocker,True
368,Shurimon,./new_digimon_images\Shurimon.jpg,Armor,Data / Free,Wind Guardians,Hawkmon,Unknown,Unknown,Unknown,Kusanagi | Momiji Oroshi | Nouten Sakaotoshi | Konoha Kakure | Tendril Jump,True
369,Silphymon,./new_digimon_images\Silphymon.jpg,Ultimate,Data / Free,Wind Guardians,Aquilamon,Dynasmon | Valkyrimon | Varodurumon | Sinduramon | Phoenixmon,Unknown,Unknown,Top Gun | Dual Sonic,True
370,Sirenmon,./new_digimon_images\Sirenmon.jpg,Ultimate,Data,Deep Savers,Kiwimon,Unknown,Unknown,Unknown,Dai'ikkyoku (Polyphony) | Dainikyoku (Aria) | Daisankyoku (Canon),True
371,Skull Baluchimon,no image,Ultimate,Data,Nightmare Soldiers,Baluchimon,Unknown,Unknown,Unknown,Unknown,True
372,Skull Baluchimon Titamon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
373,Skull Greymon,no image,Ultimate,Virus,Nightmare Soldiers,Greymon,BlackWarGreymon | Machinedramon,Unknown,Unknown,Ground Zero | Curse Breath,True
374,Skull Mammon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
375,Skull Satamon,no image,Ultimate,Virus,Nightmare Soldiers,Devimon,Beelzemon | Apocalymon | DemiDevimon | Vilemon | LadyDevimon | Myotismon | Puppetmon | Murmukusmon,Unknown,Unknown,Unknown,True
376,Skullseadramon,./new_digimon_images\SkullSeadramon.jpg,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
377,Slash Angemon,no image,Mega,Vaccine,Virus Busters,Shakkoumon,Unknown,Unknown,Unknown,Holy Espada | Heaven's Ripper,True
378,Slayerdramon,./new_digimon_images\Slayerdramon.jpg,Mega,Vaccine,Dragon's Roar,Wingdramon,Examon | Breakdramon,Unknown,Unknown,Tenryūzanha | Shouryūzanpa | Kouryūzanba,True
379,Sleipmon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
380,Snimon,./new_digimon_images\Snimon.jpg,Champion,Vaccine,Unknown,Unknown,Unknown,Unknown,Unknown,Shadow Sickle | Tai Atari,True
381,Snow Goburimon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
382,Solarmon,./new_digimon_images\Solarmon.jpg,Rookie,Vaccine,Metal Empire,Unknown,Clockmon | Guardromon (Gold) | Meramon,Unknown,Unknown,Shiny Ring | SolCalor | Kikai Attack,True
383,Sorcerimon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
384,Starmon,./new_digimon_images\Starmon.jpg,Champion,Data,Nature Spirits,Unknown,SuperStarmon,Unknown,Unknown,Meteor Squall | Saiminjutsu,True
385,Stingmon,./new_digimon_images\Stingmon.jpg,Champion,Virus / Free,Nature Spirits,Wormmon,Paildramon | ExVeemon | Dinobeemon | ExVeemon | JewelBeemon | Imperialdramon Dragon Mode | Veemon,Unknown,Shoutmon X7F Superior Mode,Spiking Finish | Hell Squeeze | Moon Moon Shooter,True
386,Strikedramon,./new_digimon_images\Strikedramon.jpg,Champion,Vaccine,Nature Spirits,Monodramon,Cyberdramon,Unknown,Unknown,Unknown,True
387,Submarimon,./new_digimon_images\Submarimon.jpg,Armor,Vaccine / Free,Deep Savers,Armadillomon,Unknown,Unknown,Unknown,Oxygen Homing | Digimon ReArise | Aqua Vulcan,True
388,Sunflowmon,./new_digimon_images\Sunflowmon.jpg,Champion,Data,Jungle Troopers,Lalamon,Lilamon,Unknown,Unknown,Unknown,True
389,Super Starmon,no image,Ultimate,Data,Nature Spirits,Starmon,Justimon (Blitz Arm),Unknown,Unknown,Halley Squall | Galactica Eyes,True
390,Susanoomon,./new_digimon_images\Susanoomon.jpg,Mega,Vaccine / Free,None,Spirits of the Ten Legendary Warriors,Unknown,Unknown,Unknown,Ama-no-Habakiri | Yakusa-no-Ikadzuchi,True
391,Tailmon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
392,Tanemon,./new_digimon_images\Tanemon.jpg,In-Training,Data / Free,Jungle Troopers,Yuramon,Palmon | Floramon | Dinobeemon | Lalamon,Unknown,Shoutmon X7F Superior Mode,Awa | Nenchakusei no Awa | San no Awa | Rush | Bubble Attack | Large Bubbles | Support Request | Dempsey | Ivy Ground,True
393,Tankdramon,./new_digimon_images\Tankdramon.jpg,Ultimate,Virus,Metal Empire,Sealsdramon,Darkdramon,Unknown,Unknown,Unknown,True
394,Tankmon,./new_digimon_images\Tankmon.jpg,Champion,Data,Metal Empire,Unknown,Knightmon,Unknown,Unknown,Machine Gun Arm | Hell Drive | Sub Vulcan,True
395,Taomon,./new_digimon_images\Taomon.jpg,Ultimate,Data,Nightmare Soldiers,Kyubimon,Sakuyamon | Kuzuhamon | Karatenmon,Unknown,Unknown,Bonhitsusen | Kofūsatsu | Rajas | On | Ippitsu | Issen,True
396,Tentomon,./new_digimon_images\Tentomon.jpg,Rookie,Vaccine,Nature Spirits,Motimon,Kabuterimon,Unknown,Unknown,Petit Thunder | Katai Tsume | Tai Atari | Twice Arm,True
397,Terriermon,./new_digimon_images\Terriermon.jpg,Rookie,Vaccine,Nature Spirits,Gummymon,Gargomon | Rapidmon (Armor) | Digi-Egg of Destiny,Unknown,Shoutmon X7F Superior Mode,Petit Twister | Blazing Fire,True
398,Tiger Vespamon,no image,Mega,Virus,Metal Empire,CannonBeemon,Unknown,Unknown,Unknown,Mach Stinger V,True
399,Titamon,./new_digimon_images\Titamon.jpg,Mega,Virus,Unknown,Digitamamon,Unknown,Unknown,Unknown,Konpaku Shingeki[4] | Genba Mukon | Koou Meijin,True
400,Togemon,./new_digimon_images\Togemon.jpg,Champion,Data,Nature Spirits,Palmon,Lillymon | Ponchomon,Unknown,Unknown,Chikuchiku Banban | Mach Jab | Coconuts Punch | Coconut Counter,True
401,Tokomon,./new_digimon_images\Tokomon.jpg,In-Training,Data / Free,Wind Guardians,Poyomon,Patamon | Muchomon | Kokatorimon | Parrotmon,Unknown,Unknown,Kamitsuki | Awa | San no Awa,True
402,Tonosama Gekomon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
403,Toy Agumon,no image,Rookie,Vaccine,Metal Empire,Unknown,Unknown,Unknown,Unknown,Baby Flame | Mullion Punch | Kikai Attack,True
404,Triceramon,./new_digimon_images\Triceramon.jpg,Ultimate,Data,Nature Spirits,Tyrannomon,Azulongmon | Dinorexmon | WarGreymon | Machinedramon,Unknown,Unknown,Digimon Adventure V-Tamer 01 | Tai Atari | Fire Breath,True
405,Tsumemon,./new_digimon_images\Tsumemon.jpg,In-Training,Free,Nightmare Soldiers,Kuramon,Keramon | Zanbamon | DemiDevimon,Unknown,Unknown,Awa,True
406,Tuchidarumon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
407,Tunomon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
408,Turuiemon,./new_digimon_images\Turuiemon.jpg,Champion,Data,Nature Spirits,Lopmon,Antylamon (Good),Unknown,Unknown,Gantoretto | Ninjinken,True
409,Tuskmon,./new_digimon_images\Tuskmon.jpg,Champion,Virus,Unknown,Agumon,Megadramon | MetalGreymon (Vaccine) | Triceramon,Unknown,Unknown,Panzer Knuckle,True
410,Tyilinmon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
411,Tyranomon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
412,Tyrant Kabuterimon,no image,Mega,Virus,Nature Spirits,Kabuterimon,Unknown,Unknown,Unknown,Unknown,True
413,Tyumon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
414,Ulforce Veedramon,no image,Mega,Vaccine,Wind Guardians,AeroVeedramon,UlforceVeedramon Future Mode,Unknown,Unknown,Shining V Force | Ulforce Saber | Tense-greatShield,True
415,Ultimate Brachiomon,no image,Mega,Data,Metal Empire,Unknown,Unknown,Unknown,Unknown,Unknown,True
416,Undead Plutomon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
417,Unimon,./new_digimon_images\Unimon.jpg,Champion,Vaccine,Wind Guardians,Cutemon,Hippogriffomon,Unknown,Unknown,Holy Shot | 'corn Thrust | Spread Neigh,True
418,Vademon,./new_digimon_images\Vademon.jpg,Ultimate,Virus,Unknown,Vegiemon,Ebemon,Unknown,Unknown,Akuma no Nage Kiss | Abduction Kousen | Mutilate,True
419,Valdurmon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
420,Valkyrimon,./new_digimon_images\Valkyrimon.jpg,Mega,Vaccine / Free,Wind Guardians,Silphymon,Unknown,Unknown,Unknown,FenrirSword | Aurvandil no Ya | Sanction Storm,True
421,Vamdemon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
422,Veedramon,./new_digimon_images\Veedramon.jpg,Champion,Vaccine,Wind Guardians,Veemon,AeroVeedramon,RedVeedramon,Unknown,V-Breath Arrow | Cutter Shoot,True
423,Vegimon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
424,Venom Vamdemon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
425,Venusmon,./new_digimon_images\Venusmon.jpg,Mega,Vaccine,Unknown,Unknown,Unknown,Unknown,Unknown,Digimon New Century | Digimon New Century,True
426,Vikemon,./new_digimon_images\Vikemon.jpg,Mega,Vaccine / Free,Nature Spirits,Shakkoumon,Omnimon Merciful Mode | Omnimon | Rosemon | HerculesKabuterimon | Hououmon | Seraphimon | Magnadramon,Unknown,Unknown,Viking Flail | Berserk Howl,True
427,V-Mon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
428,Volcamon,./new_digimon_images\Volcamon.jpg,Ultimate,Data,Metal Empire,Unknown,PileVolcamon,Unknown,Unknown,Big Bang Voice | Big Bang Tackle,True
429,Vritramon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
430,Vulcanusmon,./new_digimon_images\Vulcanusmon.jpg,Mega,Data,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,True
431,Wanyamon,./new_digimon_images\Wanyamon.jpg,In-Training,Free,Nature Spirits,Dodomon,Gaomon | Bearmon | Elecmon,Unknown,Unknown,San no Awa | Awa,True
432,War Greymon,no image,Mega,Vaccine,Metal Empire,MetalGreymon (Vaccine),Omnimon | MetalGarurumon | Omnimon Zwart | MetalGarurumon,Unknown,Shoutmon X7F Superior Mode,GaiaForce | DramonKiller | Brave Tornado | Tate no Rocket,True
433,Waru Seadramon,no image,Ultimate,Virus,Deep Savers,Seadramon,Unknown,Unknown,Unknown,Darkstrom | Dramon Attack | Variable Wave,True
434,Waspmon,./new_digimon_images\Waspmon.jpg,Champion,Virus,Wind Guardians,FanBeemon,CannonBeemon,Unknown,Unknown,Unknown,True
435,Wendimon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
436,Were Garurumon,no image,Ultimate,Vaccine,Nightmare Soldiers,Garurumon,MetalGarurumon | AncientGarurumon | Omnimon | MetalGreymon (Vaccine) | CresGarurumon | ZeedGarurumon,WereGarurumon Sagittarius Mode,Unknown,Kaiser Nail | Baldy Blow | Engetsugeri,True
437,Whamon,./new_digimon_images\Whamon.jpg,Ultimate,Vaccine,Deep Savers,Whamon (Champion),Neptunemon | MarineAngemon,Unknown,Unknown,Jet Arrow | Kuchi de Hasamu Kougeki | Kuchi de Ama~ku Kougeki,True
438,Wingdramon,./new_digimon_images\Wingdramon.jpg,Ultimate,Vaccine,Dragon's Roar,Coredramon (Blue),Slayerdramon,Unknown,Unknown,Explode Sonic Lance,True
439,Wisemon,./new_digimon_images\Wisemon.jpg,Ultimate,Virus,Nightmare Soldiers,Unknown,Unknown,Unknown,Unknown,Unknown,True
440,Witchmon,./new_digimon_images\Witchmon.jpg,Champion,Data,Nightmare Soldiers,Tsukaimon,Bastemon,Unknown,Unknown,Unknown,True
441,Wizardmon,./new_digimon_images\Wizardmon.jpg,Champion,Data,Nightmare Soldiers,Candlemon,Phantomon | Mistymon,Unknown,Unknown,Thunder Cloud | Magic Game | Terror Illusion,True
442,Wolfmon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
443,Woodmon,./new_digimon_images\Woodmon.jpg,Champion,Virus,Wind Guardians,Mushroomon,Cherrymon | Argomon (Ultimate),Unknown,Unknown,Branch Drain,True
444,Wormmon,./new_digimon_images\Wormmon.jpg,Rookie,Virus / Free,Nature Spirits,Minomon,Stingmon | Hudiemon | Erika Mishima | Digi-Egg Digivolution Chart,Unknown,Unknown,Nebaneba Net | Digimon All-Star Rumble | Petit Tackle,True
445,Xv-Mon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
446,Yatagaramon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
447,Yukidarumon,no image,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
448,Zanbamon,./new_digimon_images\Zanbamon.jpg,Mega,Virus,Nightmare Soldiers,Tsumemon,Unknown,Unknown,Unknown,Uchikubi Gokumon | Jūmonji Giri,True
449,Zubaeagermon,./new_digimon_images\ZubaEagermon.jpg,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False
450,Zubamon,./new_digimon_images\Zubamon.jpg,Rookie,Vaccine,Metal Empire,Sakuttomon,ZubaEagermon,Unknown,Unknown,Unknown,True
451,Zudomon,./new_digimon_images\Zudomon.jpg,Ultimate,Vaccine,Deep Savers,Ikkakumon,Plesiomon | Vikemon,Unknown,Unknown,Hammer Spark | Hammer Boomerang | Glacier Spear | Ice Lord Bump | Vulcan Revenge,True
