id,name,image,level,attribute,family,prior_forms,next_forms,lateral_next_forms,digifuse_forms,attacks
680,Kaguyamon,https://static.wikia.nocookie.net/digimon/images/4/4c/Kaguyamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20250522021039,Mega,Data,Unknown,Hanimon,,,,Taketori Monogatari | Tsukiyo-no-Mukae
681,Kakkinmon,https://static.wikia.nocookie.net/digimon/images/c/c6/Kakkinmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20180123042416,In-Training,Free,Unknown,Cotsucomon,Ludomon,,,Clanging
682,Kamemon,https://static.wikia.nocookie.net/digimon/images/4/4b/Kamemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090130133209,Rookie,Data,Deep Savers,,Gwappamon,,Shoutmon X7F Superior Mode,Pointer Arrow | 'met Tackle | Kōra Gādo | Kōra Atakku
683,Kangarumon,https://static.wikia.nocookie.net/digimon/images/0/06/Kangarumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20140502020533,Armor,Vaccine / Free,Nature Spirits,Veemon,,,,Jumping Blow | Red Earth Gallop
684,Kapurimon,https://static.wikia.nocookie.net/digimon/images/9/9d/Kapurimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090128050524,In-Training,Free,Metal Empire,MetalKoromon,Kokuwamon | BishopChessmon (White) | RookChessmon (Black),,,Howling Hertz | San no Awa
685,Karakurumon,https://static.wikia.nocookie.net/digimon/images/1/15/Karakurumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20250522020958,Ultimate,Data,Unknown,,,,,Karakuru Enbu: Hachikazuki | Hatsuse no Omotenashi
686,Karatenmon,https://static.wikia.nocookie.net/digimon/images/d/d0/Karatenmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090128164703,Ultimate,Virus,Nightmare Soldiers,Biyomon,Kuzuhamon | Taomon,,,Satori | Shougekiha
687,KausGammamon,https://static.wikia.nocookie.net/digimon/images/2/28/KausGammamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20211010023920,Champion,Data,Virus Busters,Gammamon,Canoweissmon,WezenGammamon,,Unknown
688,Kazemon,https://static.wikia.nocookie.net/digimon/images/9/92/Kazemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20120525023301,Hybrid,Data / Variable,Nature Spirits,H Spirit of Wind,Zephyrmon | JetSilphymon | Zephyrmon,,,Tornado Gamba | Brezza Petalo | Carino Anca | Nidan Jump | Kyūkouka
689,Kazuchimon,https://static.wikia.nocookie.net/digimon/images/a/a4/Kazuchimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210226024639,Mega,Vaccine,Unknown,Boutmon,Fenriloogamon Takemikazuchi | Fenriloogamon,,,Nitou Seirai | Shidou Ittetsu | Shinden Shouraikou
690,Keemon,https://static.wikia.nocookie.net/digimon/images/e/e1/Keemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20190725032757,Fresh,Free,Unknown,,Yaamon,,,Pushū[3]
691,KendoGarurumon,https://static.wikia.nocookie.net/digimon/images/7/75/KendoGarurumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20140516022622,Hybrid,Variable,Nature Spirits,B Spirit of Light,BeoWolfmon | Lobomon,,,Speed Star | Solar Laser
692,Kenkimon,https://static.wikia.nocookie.net/digimon/images/1/19/Kenkimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20130628014742,Armor,Data,Metal Empire,Armadillomon,Bulbmon,,,Unknown
693,Kentaurosmon,https://static.wikia.nocookie.net/digimon/images/d/d6/Kentaurosmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100108184713,Mega,Vaccine,Virus Busters,Chirinmon,Kentaurosmon Burst | UltimateChaosmon | BanchoLeomon | Darkdramon | Varodurumon,,,Bifröst | Odin's Breath | Tactic Smear
694,Kentaurosmon Burst,https://static.wikia.nocookie.net/digimon/images/6/6b/Kentaurosmon_Burst_Neo.png/revision/latest?cb=20201113091419,Burst,Unknown,Unknown,Kentaurosmon,,,,Unknown
695,Kentaurosmon X,https://static.wikia.nocookie.net/digimon/images/3/3e/Kentaurosmon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20190926061524,Mega,Vaccine,Virus Busters,,,,,Ultimate-Battle-Crossbow Einherjar
696,Keramon,https://static.wikia.nocookie.net/digimon/images/e/ee/Keramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20101203074142,Rookie,Virus / Free,Dark Area,Tsumemon,Chrysalimon,,,Crazy Giggle
697,Keramon X,https://static.wikia.nocookie.net/digimon/images/9/97/Keramon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20191125041326,Rookie,Unknown,Unknown,,Diaboromon X,,,Unknown
698,Ketomon,https://static.wikia.nocookie.net/digimon/images/8/8a/Ketomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20201016043146,Fresh,Free,Metal Empire,,Hopmon,,,Poppin' Tear | Awa
699,Kimeramon,https://static.wikia.nocookie.net/digimon/images/5/5b/Kimeramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20080929152722,Ultimate,Data,Unknown,Kabuterimon,Millenniummon | Machinedramon | Moon=Millenniummon,,,Digimon Adventure 02 | Hybrid Arms
700,King Whamon,https://static.wikia.nocookie.net/digimon/images/4/45/6-05_Analyzer-06_JP.png/revision/latest/scale-to-width-down/268?cb=20120808212032,Mega,Vaccine,Unknown,,,,,Unknown
701,KingChessmon,https://static.wikia.nocookie.net/digimon/images/c/cf/KingChessmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090127185700,Mega,Virus,Metal Empire,BishopChessmon (White),,,,Unknown
702,KingEtemon,https://static.wikia.nocookie.net/digimon/images/e/e9/KingEtemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20091106042428,Mega,Virus,Nightmare Soldiers,Etemon,,,,Saru Shibai
703,KingSukamon,https://static.wikia.nocookie.net/digimon/images/0/04/KingSukamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210423032401,Ultimate,Virus,Unknown,Sukamon,,,,Unchi Nage
704,Kinkakumon,https://static.wikia.nocookie.net/digimon/images/0/0b/Kinkakumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20111202084141,Champion,Virus,Unknown,,,,,Kibakusou | Dokidokidokyūn | Raikou Kishū
705,Kiwimon,https://static.wikia.nocookie.net/digimon/images/5/54/Kiwimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20160415090709,Champion,Data,Wind Guardians,Floramon,Sinduramon | Blossomon | Sirenmon,,,Little Pecker | Nose Mattock
706,KnightChessmon Black,https://static.wikia.nocookie.net/digimon/images/c/c4/KnightChessmon_%28Black%29_b.jpg/revision/latest/scale-to-width-down/268?cb=20110415035849,Champion,Virus,Metal Empire,PawnChessmon (Black),RookChessmon (Black),,,Unknown
707,KnightChessmon,https://static.wikia.nocookie.net/digimon/images/6/6b/KnightChessmon_%28White%29_b.jpg/revision/latest/scale-to-width-down/268?cb=20090607032656,Champion,Virus,Metal Empire,PawnChessmon (White),BishopChessmon (White),KnightChessmon (Black),,Unknown
708,Knightmon,https://static.wikia.nocookie.net/digimon/images/3/3e/Knightmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090128164714,Ultimate,Data,Metal Empire,Gummymon,Crusadermon | Leopardmon,,Shoutmon X7F Superior Mode,Digimon Frontier
709,Knightmon Wise-Sword Mode,https://static.wikia.nocookie.net/digimon/images/6/60/Knightmon_Wise-Sword_Mode_t.gif/revision/latest/scale-to-width-down/268?cb=20221106045959,Unknown,Unknown,Unknown,Knightmon,,,,Unknown
710,KoDokugumon,https://static.wikia.nocookie.net/digimon/images/7/7e/KoDokugumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210510024007,Rookie,Virus,Unknown,,,,,Poison Nail
712,Kogamon,https://static.wikia.nocookie.net/digimon/images/9/98/Kogamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20161209074705,Champion,Data,Unknown,,Cherrymon | Ninjamon,,,Kōga-ryū Kage Bunshin | Makibishi
713,KoHagurumon,https://static.wikia.nocookie.net/digimon/images/f/f3/KoHagurumon_b.jpg/revision/latest?cb=20101110212522,Unknown,Unknown,Unknown,,,,,Unknown
714,KoKabuterimon,https://static.wikia.nocookie.net/digimon/images/8/87/KoKabuterimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090130133211,Rookie,Virus,Nature Spirits,,,,,Unknown
715,Kokatorimon,https://static.wikia.nocookie.net/digimon/images/6/64/Kokatorimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090205055502,Champion,Data,Wind Guardians,Tokomon,Megadramon | Kuwagamon | Sinduramon | Akatorimon,,,Feather Cutter | Beak Slide | Again Star
716,Kokeshimon,https://static.wikia.nocookie.net/digimon/images/b/bd/Kokeshimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20250522020917,Champion,Data,Unknown,,,,,Danmaku Enju | Kideko no Isukumi
717,Kokomon,https://static.wikia.nocookie.net/digimon/images/8/86/Kokomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090130055848,In-Training,Free,Virus Busters,Conomon,Lopmon,,,Double Bobble | San no Awa
718,Kokuwamon,https://static.wikia.nocookie.net/digimon/images/a/a4/Kokuwamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20101112035656,Rookie,Data,Metal Empire,Kapurimon,Guardromon | Thundermon,,,Scissor Arms Mini | Assemble Work | Elect-Elect | Inazuma Giri
719,Kokuwamon X,https://static.wikia.nocookie.net/digimon/images/d/d2/Kokuwamon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20190809174734,Rookie,Data,Metal Empire,,,,,Scissor Arms Mini | Dendouhenkei
720,Komondomon,https://static.wikia.nocookie.net/digimon/images/4/4e/Komondomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210112034400,Champion,Data,Metal Empire,,,,,Wi-wiper | Masshigurun
721,Kongoumon,https://static.wikia.nocookie.net/digimon/images/6/6b/Kongoumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20130118043335,Armor,Data / Free,Metal Empire,Wormmon,,,Shoutmon X7F Superior Mode,Teppou
722,Korikakumon,https://static.wikia.nocookie.net/digimon/images/3/3d/Korikakumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20121018033647,Hybrid,Variable,Deep Savers,B Spirit of Ice,Daipenmon | Kumamon,,,Avalanche Step | Gletscher Torpedo
723,Koromon,https://static.wikia.nocookie.net/digimon/images/3/33/Koromon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090128045819,In-Training,Data / Free,Dragon's Roar,Botamon,Agumon | Agumon (2006 anime) | Betamon | Agumon Expert,,,Awa | San no Awa | Doku no Awa
724,Kotemon,https://static.wikia.nocookie.net/digimon/images/d/d1/Kotemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090227054130,Rookie,Data,Nature Spirits,,Dinohyumon | Kyukimon | Musyamon | Gladimon,,,FireMen | Inazuma Giri
725,Kozenimon,https://static.wikia.nocookie.net/digimon/images/7/72/Kozenimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20221028014854,In-Training,Unknown,Unknown,MetalKoromon,,,,Icchi Dan Ketsu
726,Kudamon,https://static.wikia.nocookie.net/digimon/images/3/3a/Kudamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090425194123,Rookie,Vaccine,Virus Busters,,,,,Dangan Senpū | Zekkoushou
728,Kumamon,https://static.wikia.nocookie.net/digimon/images/6/6a/Kumamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20130208031332,Hybrid,Variable,Deep Savers,H Spirit of Ice,Daipenmon | Korikakumon,,,Tsurararara~ | Snow Bomber | Kachikachi Kocchin
729,Kumbhiramon,https://static.wikia.nocookie.net/digimon/images/7/78/Kumbhiramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090128165106,Ultimate,Vaccine,Nature Spirits,,,,,Krimíśa | Rokubunshin
730,Kunemon,https://static.wikia.nocookie.net/digimon/images/b/b3/Kunemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20101029032704,Rookie,Virus,Nature Spirits,,Flymon,,,Ijiwaru | Palsy Thread | Petit Thunder | Tail Strike
731,Kuramon,https://static.wikia.nocookie.net/digimon/images/d/de/Kuramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210506051914,Fresh,Free,Nightmare Soldiers,,Tsumemon | Armageddemon,,,Glare Eye | Awa
732,Kuwagamon,https://static.wikia.nocookie.net/digimon/images/6/6d/Kuwagamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20150717024537,Champion,Virus,Nature Spirits,,Megadramon | Kokatorimon | Okuwamon | MetalTyrannomon | DarkTyrannomon,,,Scissor Arms | Trap Scissors
733,Kuwagamon X,https://static.wikia.nocookie.net/digimon/images/2/22/Kuwagamon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20190809175303,Champion,Virus,Nature Spirits,,,,,Scissor Arms
734,Kuzuhamon,https://static.wikia.nocookie.net/digimon/images/f/f1/Kuzuhamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20120302021435,Mega,Data,Nightmare Soldiers,Doumon,,Kuzuhamon Maid Mode,,Ura Izuna | Taizoukai Mandala[10]
735,Kuzuhamon Maid Mode,https://static.wikia.nocookie.net/digimon/images/d/da/Kuzuhamon_Maid_Mode_b.jpg/revision/latest?cb=20190125063805,Mega,Data,Nightmare Soldiers,,,,,Ura Izuna | Taizoukai Mandara
736,Kyaromon,https://static.wikia.nocookie.net/digimon/images/6/61/Kyaromon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210506051438,In-Training,Unknown,Unknown,Pafumon,,,,Shippo Swing
737,KyodaiNumemon,https://static.wikia.nocookie.net/digimon/images/b/be/KyodaiNumemon_vg.gif/revision/latest?cb=20120623151932,Champion,Unknown,Deep Savers,,,,,Unchi Paradise
738,Kyokyomon,https://static.wikia.nocookie.net/digimon/images/8/85/Kyokyomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090128045947,In-Training,Free,Unknown,Fufumon,,,,Unknown
739,Kyubimon,https://static.wikia.nocookie.net/digimon/images/1/1c/Kyubimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20150529035144,Champion,Data,Nightmare Soldiers,Renamon,Taomon,,,Koenryū | Onibidama | Zutsuki | Koshūgeki | Kodengeki | Amatsu-kitsune
741,Kyukimon,https://static.wikia.nocookie.net/digimon/images/3/3b/Kyukimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210625025438,Ultimate,Virus,Nature Spirits,Kotemon,,,,Sanrensei
742,Kyupimon,https://static.wikia.nocookie.net/digimon/images/7/73/Kyupimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090128050242,In-Training,Unknown,Unknown,Puttimon,,,,Unknown
743,Labramon,https://static.wikia.nocookie.net/digimon/images/6/69/Labramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090130133211,Rookie,Vaccine,Nature Spirits,Xiaomon,Seasarmon | Dobermon | Plutomon | Aoi Shibuya,,,CureLiqueur | Retriever-bark
744,LadyDevimon,https://static.wikia.nocookie.net/digimon/images/8/87/LadyDevimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090128165110,Ultimate,Virus,Unknown,BlackGatomon,SkullSatamon | MarineDevimon | Myotismon | MarineDevimon | Minervamon | Mastemon | Angewomon | Apocalymon | Vilemon | DemiDevimon | SkullSatamon | Myotismon | Puppetmon,,Shoutmon X7F Superior Mode,Poison | citation needed | Binta
745,LadyDevimon X,https://static.wikia.nocookie.net/digimon/images/0/0f/LadyDevimon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20190809180239,Ultimate,Virus,Unknown,,,,,Unknown
746,LaeusGreymon,https://static.wikia.nocookie.net/digimon/images/b/ba/LaeusGreymon_b.jpg/revision/latest/scale-to-width-down/268?cb=20240928040805,Mega,Unknown,Unknown,,,,,Unknown
747,Lalamon,https://static.wikia.nocookie.net/digimon/images/e/ea/Lalamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090130133411,Rookie,Data,Jungle Troopers,Budmon,Sunflowmon,,,Nuts Shoot | Lala Screw | Petit Tackle
748,Lamiamon,https://static.wikia.nocookie.net/digimon/images/0/03/Lamiamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20250327022536,Ultimate,Virus,Unknown,,,,,Unknown
749,Lamortmon,https://static.wikia.nocookie.net/digimon/images/c/cc/Lamortmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20220724005127,Ultimate,Vaccine,Nature Spirits,SymbareAngoramon,Diarbbitmon,,,Kaisaisō | Kōhabattō | Fūga Rekkanjin | Gōon Kieizan
750,Lampmon,https://static.wikia.nocookie.net/digimon/images/7/7b/Lampmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090127182608,Mega,Data,Unknown,,,,,Unknown
751,Landramon,https://static.wikia.nocookie.net/digimon/images/6/6b/Landramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20241114020744,Champion,Virus,Unknown,,,,,Ground Spike
752,Lavogaritamon,https://static.wikia.nocookie.net/digimon/images/b/bf/Lavogaritamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20180322050248,Ultimate,Virus,Dragon's Roar,Lavorvomon,Volcanicdramon,,,Merudainā
753,Lavorvomon,https://static.wikia.nocookie.net/digimon/images/8/82/Lavorvomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20180222163409,Champion,Virus,Dragon's Roar,Vorvomon,Lavogaritamon,,,Great Flame
754,Laylamon Combined,https://static.wikia.nocookie.net/digimon/images/6/6a/Laylamon_Combined_t.gif/revision/latest/scale-to-width-down/268?cb=20220624024947,Unknown,Unknown,Unknown,Lilithmon,,,,Unknown
755,Leafmon,https://static.wikia.nocookie.net/digimon/images/4/42/Leafmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090127172810,Fresh,Free,Unknown,,Minomon,,,Sansei no Awa
756,Lekismon,https://static.wikia.nocookie.net/digimon/images/1/13/Lekismon_b.jpg/revision/latest/scale-to-width-down/268?cb=20201122035603,Champion,Data,Deep Savers,Lunamon,Crescemon,,,Unknown
757,Leomon,https://static.wikia.nocookie.net/digimon/images/d/de/Leomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20130402185903,Champion,Vaccine,Nature Spirits,Elecmon,IceLeomon | GrapLeomon | BanchoLeomon,,,Jūouken | Shishiou-maru | Jūga-maru | Hasaigeri | Hyakujūken[22] | Jūouha | Shishi Jūhazan | citation needed
758,Leomon X,https://static.wikia.nocookie.net/digimon/images/7/70/Leomon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20201026185044,Champion,Vaccine,Virus Busters,,,,,Jūouken | Jūga-maru
759,Leopardmon,https://static.wikia.nocookie.net/digimon/images/d/d0/Leopardmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090127181114,Mega,Data,Nature Spirits,GrapLeomon,,,,Aussterben | Ernste Welle
760,Leopardmon Leopard Mode,https://static.wikia.nocookie.net/digimon/images/3/3b/Leopardmon_Leopard_Mode_b.jpg/revision/latest/scale-to-width-down/268?cb=20100507095747,Mega,Data,Nature Spirits,,,,,Wolkenkratzer | Blockade
761,Leopardmon X,https://static.wikia.nocookie.net/digimon/images/0/0f/Leopardmon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20191029030607,Mega,Data,Nature Spirits,,,,,Ernste Welle | Aussterben
762,Leviamon,https://static.wikia.nocookie.net/digimon/images/1/13/Leviamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20081104180042,Mega,Virus,Deep Savers,MarineDevimon,Ogudomon | Lucemon Chaos Mode | Daemon | Belphemon Rage Mode | Barbamon | Beelzemon | Lilithmon,,Shoutmon X7F Superior Mode,Rostrum | Cauda | Anima | Duo Cauda
763,Leviamon X,https://static.wikia.nocookie.net/digimon/images/d/db/Leviamon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20201026180635,Mega,Virus,Unknown,,,,,Rostrum | Cauda | Rostrum Tridens | Cauda Mortifera
764,Liamon,https://static.wikia.nocookie.net/digimon/images/a/a2/Liamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20120305041814,Champion,Vaccine,Nature Spirits,Liollmon,,,,Unknown
765,Lianpumon,https://static.wikia.nocookie.net/digimon/images/1/1d/Lianpumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20230915022641,Champion,Data,Unknown,,,,,Teppeki-no-Sō | Kenshin-no-Sō | Kyūshu Kyūmen Geki
766,Lilamon,https://static.wikia.nocookie.net/digimon/images/6/63/Lilamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090128165111,Ultimate,Data,Jungle Troopers,Sunflowmon,Rosemon | Lotosmon | Minervamon,,Shoutmon X7F Superior Mode,Un Deux Pollen
767,Lilithmon,https://static.wikia.nocookie.net/digimon/images/3/39/Lilithmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20081104180307,Mega,Virus,Nightmare Soldiers,Bastemon,,,,NazarNail
768,Lilithmon X,https://static.wikia.nocookie.net/digimon/images/3/3c/Lilithmon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20190626031301,Mega,Virus,Nightmare Soldiers,,,,,Seventh Fascinate
769,Lillymon,https://static.wikia.nocookie.net/digimon/images/e/ee/Lillymon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090128165111,Ultimate,Data,Wind Guardians,Togemon,Rosemon | MarineAngemon | BanchoLillymon,,Shoutmon X7F Superior Mode,Flow' Cannon | Hana no Kubikazari | Fairy Vine | Green Trap | Sun Crescent Kick
770,Lillymon X,https://static.wikia.nocookie.net/digimon/images/6/6a/Lillymon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20201026190616,Ultimate,Data,Wind Guardians,,,,,Flow' Cannon
771,Liollmon,https://static.wikia.nocookie.net/digimon/images/4/48/Liollmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20171127122034,Rookie,Vaccine,Nature Spirits,,Liamon,,,Unknown
772,LoaderLiomon,https://static.wikia.nocookie.net/digimon/images/0/0d/LoaderLiomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090128165117,Ultimate,Vaccine,Metal Empire,Bearmon,Baihumon,,,Unknown
773,Lobomon,https://static.wikia.nocookie.net/digimon/images/2/23/Lobomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20130111042049,Hybrid,Variable,Virus Busters,H Spirit of Light,BeoWolfmon | KendoGarurumon,,,Licht Sieger | Licht Kugel
774,Locomon,https://static.wikia.nocookie.net/digimon/images/9/94/Locomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210506051742,Ultimate,Data,Metal Empire,,GranLocomon,,,Unknown
775,Loogamon,https://static.wikia.nocookie.net/digimon/images/9/95/Loogamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20230212034227,Rookie,Virus,Nightmare Soldiers,Bowmon,Loogarmon,,,Unknown
776,Loogarmon,https://static.wikia.nocookie.net/digimon/images/5/5d/Loogarmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20230402180702,Champion,Virus,Nightmare Soldiers,Loogamon,Helloogarmon | Soloogarmon,,,Unknown
777,Lopmon,https://static.wikia.nocookie.net/digimon/images/b/b2/Lopmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20171127122400,Rookie,Data,Nature Spirits,Kokomon,Wendigomon | Turuiemon,,Shoutmon X7F Superior Mode,Petit Twister | Kūchū Blazing Ice | Guruguru Slap
778,Lopmon X,https://static.wikia.nocookie.net/digimon/images/1/1b/Lopmon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20190926055058,Rookie,Data,Unknown,,,,,Petit Twister
779,Lotosmon,https://static.wikia.nocookie.net/digimon/images/a/a4/Lotosmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20180524152622,Mega,Data,Jungle Troopers,Lilamon,,,,Unknown
780,Loudmon,https://static.wikia.nocookie.net/digimon/images/3/34/Loudmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20240523025226,Ultimate,Virus,Unknown,,,,,Unknown
781,LovelyAngemon,https://static.wikia.nocookie.net/digimon/images/7/7b/LovelyAngemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210203041049,Mega,Vaccine,Unknown,Angewomon,,,,Unknown
782,Loweemon,https://static.wikia.nocookie.net/digimon/images/a/ab/Loweemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20130913022251,Hybrid,Virus / Variable,Virus Busters,L Spirit of Darkness,Rhihimon | JagerLoweemon,,,Ewig Schlaf | Endlich Meteor
783,Lucemon,https://static.wikia.nocookie.net/digimon/images/3/3f/Lucemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20101111134228,Rookie,Vaccine,Virus Busters,,Lucemon Chaos Mode,,,Divine Feat
784,Lucemon Chaos Mode,https://static.wikia.nocookie.net/digimon/images/a/a4/Lucemon_Chaos_Mode_b.jpg/revision/latest/scale-to-width-down/268?cb=20090823001037,Ultimate,Virus,Dark Area,Lucemon,Lucemon Shadowlord Mode | Lucemon Larva,,,Paradise Lost | Dead or Alive
785,Lucemon Larva,https://static.wikia.nocookie.net/digimon/images/3/33/Lucemon_Larva_b.jpg/revision/latest/scale-to-width-down/268?cb=20150925124123,Mega,Virus,Dark Area,Lucemon Chaos Mode,,,,Unknown
786,Lucemon Shadowlord Mode,https://static.wikia.nocookie.net/digimon/images/9/94/Lucemon_Shadowlord_Mode_b.jpg/revision/latest/scale-to-width-down/268?cb=20170716111939,Mega,Virus,Dark Area,Lucemon Chaos Mode,,,,PurgatorialFlame | DivineAtonement | Wrath ofSatan
787,Lucemon X,https://static.wikia.nocookie.net/digimon/images/f/f2/Lucemon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20190626030825,Mega,Virus,Unknown,,,,,Unknown
788,Ludomon,https://static.wikia.nocookie.net/digimon/images/4/48/Ludomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20180123042518,Rookie,Data,Unknown,Kakkinmon,TiaLudomon,,,Unknown
789,Luminamon,https://static.wikia.nocookie.net/digimon/images/1/14/Luminamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20141107020640,Ultimate,Vaccine,Unknown,Shademon,,,,Unknown
791,Lunamon,https://static.wikia.nocookie.net/digimon/images/b/bc/Lunamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20201122034941,Rookie,Data,Deep Savers,Moonmon,Lekismon,,,Pico Darts
792,Luxmon,https://static.wikia.nocookie.net/digimon/images/1/1d/Luxmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20230901020500,Rookie,Vaccine,Unknown,,,,,Pico Knuckle
793,Lycamon,https://static.wikia.nocookie.net/digimon/images/d/d5/V-S4_02_03.jpg/revision/latest/scale-to-width-down/268?cb=20110722073113,Unknown,Unknown,Unknown,,,,,Unknown
794,Lynxmon,https://static.wikia.nocookie.net/digimon/images/d/d0/Lynxmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20130419031546,Armor,Vaccine / Free,Nature Spirits,Gatomon,,,,Unknown
795,MachGaogamon,https://static.wikia.nocookie.net/digimon/images/8/84/MachGaogamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090128170100,Ultimate,Data,Nature Spirits,Gaogamon,MirageGaogamon | ZeedGarurumon,,,Gaoga Tornado
796,Machinedramon,https://static.wikia.nocookie.net/digimon/images/d/d6/Machinedramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090127180251,Mega,Virus,Metal Empire,MetalTyrannomon,Millenniummon | Kimeramon | HiMachineDramon,Chaosdramon | WarGreymon,,∞ Cannon | Booster Claw | Catastrophe D | ∞ Hand
797,MachLeomon,https://static.wikia.nocookie.net/digimon/images/9/94/XW-01_32_1.jpg/revision/latest/scale-to-width-down/268?cb=20100821025503,Unknown,Unknown,Unknown,,Mush-Upped MachLeomon | Drimogemon | Forest Zone | Code Crown | Abyss Truffle,,,Unknown
